song_played,"(200, 219)","(220, 239)","(240, 259)","(260, 279)","(280, 299)","(300, 319)","(320, 339)","(340, 359)","(360, 379)","(380, 399)","(400, 419)","(420, 439)","(440, 459)","(460, 479)","(480, 499)","(500, 519)","(520, 539)","(540, 559)","(560, 579)","(580, 599)","(600, 619)","(620, 639)","(640, 659)","(660, 679)","(680, 699)","(700, 719)","(720, 739)","(740, 759)","(760, 779)","(780, 799)","(800, 819)","(820, 839)","(840, 859)","(860, 879)","(880, 899)","(900, 919)","(920, 939)","(940, 959)","(960, 979)","(980, 999)","(1000, 1019)","(1020, 1039)","(1040, 1059)","(1060, 1079)","(1080, 1099)","(1100, 1119)","(1120, 1139)","(1140, 1159)","(1160, 1179)","(1180, 1199)","(1200, 1219)","(1220, 1239)","(1240, 1259)","(1260, 1279)","(1280, 1299)","(1300, 1319)","(1320, 1339)","(1340, 1359)","(1360, 1379)","(1380, 1399)","(1400, 1419)","(1420, 1439)","(1440, 1459)","(1460, 1479)","(1480, 1499)","(1500, 1519)","(1520, 1539)","(1540, 1559)","(1560, 1579)","(1580, 1599)","(1600, 1619)","(1620, 1639)","(1640, 1659)","(1660, 1679)","(1680, 1699)","(1700, 1719)","(1720, 1739)","(1740, 1759)","(1760, 1779)","(1780, 1799)","(1800, 1819)","(1820, 1839)","(1840, 1859)","(1860, 1879)","(1880, 1899)","(1900, 1919)","(1920, 1939)","(1940, 1959)","(1960, 1979)","(1980, 1999)",rms,spec_cent,rolloff,zcr,melodic_contour
El_Castigo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33855598826253813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,5
El_Castigo,0.0,0.0,0.17826122210643314,1.4640702818878086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24400375214454717,0.0,0.0,0.0,0.0,0.0,0.0,0.2700994983168828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.23064854575491675,0.0,0,0,0,0,0,1.9726762e-05,4150.013022107689,8932.518770856508,0.1395300333704115,4
El_Castigo,0.0,0.0,1.0,0.877780992500262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34331044185671195,0.0,0.0,0.0,0.0,0.0,0.0,0.29016615649197824,0.0,0.0,0.0,0.0,0.0,0.0,0.2266402883315688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.1867423223515743,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.028707396,2460.3208765988056,4732.226779755284,0.0482480533926585,3
El_Castigo,0.0,0.0,0.3037741233700175,0.32322882931891184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6099633093120553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30268851714684913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.030725293,2652.907912451067,4862.527808676307,0.037611234705228,3
El_Castigo,0.0,0.2699764908750818,0.0,0.0,0.20180304445418953,0.3430592925565453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.022434631,2020.6018258488705,4117.512513904338,0.034135150166852,1
El_Castigo,0.0,0.0,0.6719827266040441,0.5885012116581143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.028500725,2323.5269860845656,4729.160873192436,0.0256535038932146,2
El_Castigo,0.0,0.0,0.3372699187953453,0.19396261183016805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.04005633,1985.196892501638,4333.658926585094,0.0209260289210233,1
El_Castigo,0.0,0.0,0.8463449863393905,1.2942739569825086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.053586915,2214.466865122504,4899.318687430478,0.0239849833147942,1
El_Castigo,0.0,0.0,0.0,0.8302832725087297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20113588330144108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.049394038,1705.9703113444025,3725.076473859845,0.0198832035595105,0
El_Castigo,0.0,0.0,0.0,0.3099299196901607,0.0,0.0,0.0,0.07806387253052909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08020005317618212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.12400335,2394.5711573649287,5256.496802002225,0.0171023359288097,2
