10_freq,10_peak,note_played
"[128, 64, 130, 67, 74, 55, 191, 117, 195, 1]","[1.0, 0.7208472123316012, 0.13880217371154038, 0.03800865186659695, 0.031240918873940086, 0.021770251514725707, 0.020978246363659813, 0.018797796898264184, 0.011008457601529981, 0.00934837362495647]",B3
"[65, 63, 128, 130, 10, 196, 74, 134, 126, 193]","[1.0, 0.02921467072574776, 0.025809613220935165, 0.02280723223689725, 0.006927551818802399, 0.0040569354776193115, 0.0032974878983056703, 0.0030250392759643223, 0.0023117721276425156, 0.0015612701062699577]",B3
"[129, 195, 62, 67, 64, 74, 127, 10, 259, 1144]","[1.0, 0.16860520435002188, 0.11408160960996677, 0.05710434103382482, 0.03849981794692151, 0.030645631750503, 0.027603037542259016, 0.005996936141543846, 0.005937086791456105, 0.005396007230446542]",B3
"[129, 62, 132, 116, 1, 127, 194, 74, 198, 17]","[1.0, 0.1483030782031627, 0.03734895400839785, 0.010835893576814935, 0.008426499525636769, 0.007962716714222474, 0.00675843238022568, 0.006291626680471476, 0.004390393827701635, 0.004288936780255313]",B3
"[65, 130, 128, 1, 132, 259, 198, 113, 193, 195]","[1.0, 0.06609984904583452, 0.013434423348146995, 0.007161435090010166, 0.0019720632213679804, 0.001654588190171555, 0.0014855826321549528, 0.0012044169458350507, 0.0011781073981100684, 0.0007238514914884277]",B3
"[129, 64, 126, 66, 61, 261, 193, 257, 75, 131]","[1.0, 0.5223294237328018, 0.13899583641156393, 0.10158326386168313, 0.04432168027481052, 0.025886855182774837, 0.024623633079507122, 0.020513434457717927, 0.017486268110061935, 0.013497051599986407]",B3
"[130, 64, 118, 259, 195, 255, 2402, 2402, 2, 13]","[1.0, 0.572030009687354, 0.07545667106966476, 0.0040992166857738085, 0.001647750584626094, 0.0015747708715837475, 0.00156170155950059, 0.00156170155950059, 0.0014990081329105216, 0.001380370347485254]",B3
"[65, 129, 258, 6, 191, 126, 323, 16, 11, 1]","[1.0, 0.043685671262267654, 0.02709569090293007, 0.0035323360740437274, 0.003038723625317942, 0.0028499134262677337, 0.0027023277598982876, 0.0011816360536691416, 0.001154639271247078, 0.0008770455828409475]",B3
"[65, 132, 6, 258, 74, 193, 13, 1, 127, 196]","[1.0, 0.024061224216048876, 0.005298377209100796, 0.004679475411803449, 0.003626895115949229, 0.0033587350752955496, 0.0018392058814790022, 0.0015816178352424915, 0.001548181650157476, 0.0012122655335031441]",B3
"[64, 130, 114, 258, 1, 9, 15, 190, 241, 127]","[1.0, 0.9163703922023204, 0.010161898799039908, 0.006805916983052793, 0.0028721548644801563, 0.0024786492773685403, 0.001432439218107789, 0.0012500830759003914, 0.0011701589566753255, 0.001055994073682693]",B3
"[64, 128, 193, 258, 255, 130, 104, 126, 16, 135]","[1.0, 0.7292199623614902, 0.16518354412600111, 0.006709968096897826, 0.003510318757706976, 0.0032855335267595776, 0.003137458221718566, 0.0023021535350406064, 0.001985273183647772, 0.0019767559192319633]",B3
"[65, 129, 126, 195, 13, 3, 19, 5, 98, 191]","[1.0, 0.17042736838079922, 0.005112647939512409, 0.004327923470588949, 0.002454297819440398, 0.0023239772826923453, 0.0018431369578164626, 0.001631463646180018, 0.001551402480373205, 0.0015457711127704284]",B3
"[65, 196, 128, 1, 261, 138, 257, 7, 12, 123]","[1.0, 0.04247478711774727, 0.0058961306343686725, 0.0026095057990815243, 0.0019107689344788413, 0.001831363338993936, 0.001126980902412072, 0.0007220569474624788, 0.0006394518540019612, 0.0005882773489943687]",B3
"[129, 66, 62, 193, 73, 111, 255, 127, 259, 2]","[1.0, 0.7909026168108888, 0.6932870729455969, 0.12170137965273638, 0.08014392563305148, 0.0751127627202567, 0.06951401139241231, 0.04844183486367939, 0.03125487176140158, 0.030951805076631908]",B3
"[64, 128, 257, 131, 193, 4, 188, 109, 17, 1956]","[1.0, 0.7937465263171887, 0.007010909349387653, 0.004433213436493399, 0.004344116432359067, 0.0027857349539118052, 0.0019577829977884442, 0.0013788760234701846, 0.0011952381964701352, 0.0010592819943066264]",B3
"[64, 128, 258, 62, 126, 66, 130, 195, 191, 9]","[1.0, 0.6845658715865942, 0.12836863859484277, 0.08056008998501833, 0.036035263673524734, 0.009124279440031266, 0.008369770543371057, 0.008155543982046256, 0.007330324194636761, 0.0036001353628890846]",B3
"[65, 129, 193, 18, 7, 3, 198, 16, 115, 256]","[1.0, 0.10091837925526366, 0.0033443192048550974, 0.002145818327114907, 0.001382873957704714, 0.0011859077710305475, 0.001111319613800616, 0.0006898281541617248, 0.0005754996141095627, 0.0005317497812260907]",B3
"[65, 155, 128, 74, 194, 11, 5, 269, 7, 137]","[1.0, 0.04766298659224814, 0.012003895632930108, 0.0033220920775161476, 0.0023263800556233383, 0.0021675072800987783, 0.0015940533270821255, 0.0013600010137887343, 0.001082712903299646, 0.0010681128600013383]",B3
"[64, 129, 74, 103, 70, 195, 1673, 126, 139, 1]","[1.0, 0.6145540167207166, 0.12691180662569707, 0.040685160591486566, 0.03159471037874906, 0.018851777122187455, 0.0180780050384686, 0.01483903720400553, 0.014690972126892939, 0.014479505021716129]",B3
"[64, 193, 126, 2014, 2014, 130, 132, 2, 249, 9]","[1.0, 0.8744525769528884, 0.030339241155196272, 0.006861757823159428, 0.006861757823159428, 0.0054365721444872535, 0.003956288027175667, 0.002800073632598907, 0.0016628350592478923, 0.0016619871657557836]",B3
"[64, 127, 195, 132, 11, 178, 6, 75, 1371, 2]","[1.0, 0.31083458344019416, 0.07252863519418046, 0.009104553830128008, 0.007124623023312637, 0.006545278953223055, 0.005743139915021589, 0.004138561559722493, 0.004041702698617647, 0.0033704663420526964]",B3
"[65, 129, 15, 132, 194, 17, 9, 20, 3, 107]","[1.0, 0.12202864875411366, 0.0035479036230188533, 0.0032935981537678765, 0.002952169355265692, 0.0021031535622752086, 0.0019872014616129203, 0.0018511795460365637, 0.0012510477342011729, 0.0010109461265225017]",B3
"[66, 192, 127, 11, 223, 125, 131, 17, 4, 13]","[1.0, 0.07741940046604154, 0.010923295322313169, 0.00482413066764914, 0.004108917890555181, 0.003916071259582368, 0.0037017509514752967, 0.0027746302007868604, 0.0026478360268182926, 0.0023437509467518656]",B3
"[64, 64, 918, 918, 31, 31, 6, 6, 97, 97]","[1.0, 1.0, 0.2429010053259297, 0.2429010053259297, 0.1180477175367621, 0.1180477175367621, 0.032524839300466284, 0.032524839300466284, 0.01033042429083178, 0.01033042429083178]",B3
"[70, 141, 211, 138, 419, 350, 72, 277, 422, 208]","[1.0, 0.599067708992846, 0.24628850035091526, 0.19371310814224615, 0.1114524207957383, 0.09264263032578607, 0.0823149712846266, 0.07227684913075612, 0.06267079979291643, 0.04084630266261363]",B3
"[70, 209, 139, 348, 175, 212, 421, 351, 281, 277]","[1.0, 0.38935304474370647, 0.3732236122657386, 0.15361985824396773, 0.12092286046755721, 0.08997321703995578, 0.08702341765668278, 0.06955540192772976, 0.05254153220433793, 0.024487543444408698]",B3
"[279, 138, 210, 172, 417, 69, 281, 348, 71, 212]","[1.0, 0.5750328186854349, 0.24646229091364746, 0.23770925987410854, 0.20404769613097143, 0.16250711732552317, 0.1356107811465593, 0.11477737610778188, 0.0823890716500068, 0.0792854215258309]",B3
"[140, 115, 69, 209, 349, 278, 283, 558, 418, 487]","[1.0, 0.30452005551358885, 0.269171574100955, 0.2486845329548628, 0.16525949330966805, 0.06312128481538333, 0.035352845715001906, 0.02851347255751668, 0.026292104834622743, 0.015831975533290917]",B3
"[279, 140, 69, 210, 558, 130, 348, 417, 138, 350]","[1.0, 0.26894374482180033, 0.25574658695031394, 0.08413373100229068, 0.0677139594895934, 0.0479711538784164, 0.03374807939821227, 0.013597268235992811, 0.010958202895827577, 0.010133021984273061]",B3
"[139, 209, 69, 349, 419, 278, 558, 347, 162, 627]","[1.0, 0.31643586250810446, 0.24847757130052617, 0.11827027548697364, 0.05090294773448515, 0.029001640178783813, 0.01117307960066618, 0.0066914001460535895, 0.003033184374802247, 0.0029059278978641966]",B3
"[71, 208, 279, 138, 349, 273, 558, 206, 135, 203]","[1.0, 0.5186814143832528, 0.21262235035365348, 0.19320910246433728, 0.08714703950221891, 0.046326948997619355, 0.04302786121161714, 0.03698969962689315, 0.02913984236882938, 0.022563597349056934]",B3
"[70, 141, 210, 278, 348, 418, 356, 131, 200, 346]","[1.0, 0.31211229553248643, 0.21219433689544467, 0.11146479525877562, 0.02229873545600223, 0.015320282441920775, 0.010539485412595563, 0.009225312666230941, 0.00844479653609278, 0.00713483935110076]",B3
"[70, 139, 349, 274, 279, 419, 1, 205, 208, 906]","[1.0, 0.41851698890268796, 0.14694929904491236, 0.0811335507581684, 0.07351997937273441, 0.07086402899550331, 0.06098616404587409, 0.0387779526374467, 0.020319909362339725, 0.01591129925385827]",B3
"[34, 3084, 70, 70, 279, 279, 138, 138, 104, 104]","[1.0, 0.7531971627780534, 0.44933257445101205, 0.44933257445101205, 0.25506383336709965, 0.25506383336709965, 0.23522751602771938, 0.23522751602771938, 0.21755335834193085, 0.21755335834193085]",B3
