10_freq,10_peak,note_played
"[34, 68, 65, 99, 102, 73, 171, 133, 30, 109]","[1.0, 0.38267627009714106, 0.16980975771533552, 0.13160264209579528, 0.1123861377239169, 0.046628320088044094, 0.037042116382185186, 0.03638020418472046, 0.029979498015037298, 0.02817676301459075]",C3
"[34, 68, 102, 170, 134, 136, 272, 97, 71, 31]","[1.0, 0.29324522123547864, 0.056041294849414745, 0.019481030128535786, 0.01002489482159032, 0.009485870155963966, 0.008799792980041162, 0.007896703324437008, 0.006160241468492536, 0.00536242027535277]",C3
"[34, 68, 102, 77, 7, 170, 99, 134, 111, 95]","[1.0, 0.3565809456782038, 0.04788074913696085, 0.00844528734763892, 0.006720942387310601, 0.006264216797963722, 0.006259958661209011, 0.006170903626657051, 0.00465555482549915, 0.0025138254532573586]",C3
"[34, 68, 102, 169, 135, 271, 1, 13, 112, 88]","[1.0, 0.4116397747267322, 0.04911326457422256, 0.020118614130291798, 0.010337135441107618, 0.009766799248664694, 0.0061735426102244645, 0.0055078018032353945, 0.002736037502655124, 0.0021601027260330207]",C3
"[34, 68, 102, 169, 237, 1, 99, 17, 9, 75]","[1.0, 0.4754533562122397, 0.06984219159281849, 0.01681444576295047, 0.009618821166215192, 0.007980476084727229, 0.0037858617222068973, 0.0033452462143385526, 0.0032809781204478114, 0.003249650325726894]",C3
"[34, 68, 102, 171, 135, 13, 105, 167, 4, 6]","[1.0, 0.4264431862396879, 0.025353770686996995, 0.00752270410137576, 0.0048116167667567105, 0.004093605877185587, 0.0031034384257736173, 0.0028255042977039283, 0.0028043389136951265, 0.0020450655858954355]",C3
"[34, 68, 170, 101, 136, 66, 5, 114, 118, 97]","[1.0, 0.23447018440386563, 0.03386789148972323, 0.014039144350750512, 0.012745711201966615, 0.010009724706921434, 0.006144531590344479, 0.003900404428409251, 0.0015561519967588228, 0.0013548031796162812]",C3
"[34, 136, 67, 101, 32, 170, 10, 119, 80, 76]","[1.0, 0.07507276972633588, 0.03759058614403249, 0.019052278260758792, 0.008778601282678497, 0.004800461680280651, 0.004790590627571434, 0.003464948418632487, 0.0023389738172898255, 0.002125084286947987]",C3
"[34, 136, 71, 37, 65, 3, 173, 98, 109, 75]","[1.0, 0.10740271563587739, 0.06349519229331278, 0.022111196260245665, 0.007694470791721875, 0.004842875825958109, 0.004260892834131058, 0.0038224536388893424, 0.0037420371643011267, 0.0033540305453243664]",C3
"[34, 136, 69, 306, 36, 101, 1, 38, 74, 65]","[1.0, 0.17882780898883185, 0.0717905963079132, 0.00825203720115027, 0.007683219518068371, 0.006228476349429849, 0.0056387538514965614, 0.00530893507073861, 0.004892155224033287, 0.004879667001632682]",C3
"[34, 136, 69, 66, 36, 100, 31, 171, 42, 168]","[1.0, 0.20162065736098897, 0.09455747763445908, 0.013865970755436162, 0.012375012649490978, 0.007978204924744317, 0.007426249214914073, 0.007416985556169387, 0.003389413883250047, 0.0033207663524053746]",C3
"[34, 136, 70, 36, 66, 100, 103, 43, 75, 79]","[1.0, 0.1826441442178135, 0.10555286528481098, 0.04704272783110799, 0.016737701822846538, 0.012392350983785931, 0.008929245769126008, 0.006378173400686354, 0.00498701356726695, 0.004715952025696412]",C3
"[34, 101, 136, 67, 70, 32, 203, 40, 119, 77]","[1.0, 0.25759190560566747, 0.11009444643260421, 0.04029986078461619, 0.01303522415232079, 0.009384149341000151, 0.009152652447803477, 0.006561364366473547, 0.00521966473494958, 0.004997938140252849]",C3
"[34, 101, 136, 67, 99, 203, 37, 32, 169, 126]","[1.0, 0.4829335125627311, 0.08265284631888523, 0.048381320580073876, 0.015535309097866826, 0.01472484175785966, 0.014465058523125157, 0.008779204986824891, 0.007266736649821822, 0.006511604160576072]",C3
"[34, 100, 67, 136, 65, 37, 72, 204, 104, 41]","[1.0, 0.7964124853954251, 0.11856010917411475, 0.04350144689315443, 0.027255756478073018, 0.021825370518135656, 0.008447721098933731, 0.008214789021531317, 0.005956232018006582, 0.0057693751812240655]",C3
"[102, 34, 67, 37, 73, 89, 170, 204, 133, 78]","[1.0, 0.9142981746101713, 0.07394635932017872, 0.022927886635743015, 0.022679651027736513, 0.014369618614570515, 0.012713008036640397, 0.007495039521718868, 0.007360133318749741, 0.0071218739837931476]",C3
"[102, 34, 66, 170, 69, 73, 112, 204, 99, 13]","[1.0, 0.7196432992720888, 0.044252470376294414, 0.017417254092546085, 0.01184229791702787, 0.008557580143586329, 0.006059732528670587, 0.005851812891221238, 0.005489082452685541, 0.004938202364423776]",C3
"[102, 34, 67, 170, 89, 32, 36, 158, 17, 9]","[1.0, 0.5060427977758993, 0.2152534531759777, 0.03297558155876074, 0.03040125849850147, 0.020954301034994398, 0.017369917811145406, 0.005616605595779275, 0.005609046335532032, 0.005468730270007757]",C3
"[102, 67, 76, 203, 135, 33, 70, 156, 83, 170]","[1.0, 0.2156679113025479, 0.14204635257696152, 0.0637966016089342, 0.042571151994364134, 0.04212974775538199, 0.022023942332835972, 0.006984392245832786, 0.006943493151239919, 0.005827763632600394]",C3
"[70, 33, 43, 169, 66, 99, 68, 31, 76, 135]","[1.0, 0.1748086416353316, 0.04663108121426971, 0.04014819655563108, 0.027686145285951355, 0.02724577684201909, 0.015990276196946013, 0.013850182716239903, 0.012191906856570223, 0.011115455786832273]",C3
"[68, 50, 33, 136, 101, 133, 172, 127, 10, 2]","[1.0, 0.15473876656407567, 0.13952969398575818, 0.1154664424596119, 0.09896871833799445, 0.02833288418694266, 0.0048194593323919255, 0.002194350472710837, 0.0020749729659682, 0.0018806660873341096]",C3
"[68, 33, 53, 135, 171, 100, 65, 132, 11, 109]","[1.0, 0.16448157541687353, 0.10477694976624258, 0.03220513591079454, 0.007970066868934153, 0.007778810514173157, 0.0054013909824630136, 0.004017893497031129, 0.002664917674350131, 0.0022310144432795276]",C3
"[67, 102, 78, 32, 35, 168, 134, 64, 70, 13]","[1.0, 0.14862988498685847, 0.060530488975064405, 0.05303864385728541, 0.030024492381612793, 0.024945622509206136, 0.010399375344796818, 0.010105335555345946, 0.003972725322979224, 0.003929019204511692]",C3
"[34, 34, 51, 51, 608, 608, 12, 12, 5, 5]","[1.0, 1.0, 0.15974186244239078, 0.15974186244239078, 0.03007400816046478, 0.03007400816046478, 0.018745344794479087, 0.018745344794479087, 0.005516162874835071, 0.005516162874835071]",C3
"[101, 66, 33, 74, 134, 89, 169, 136, 201, 57]","[1.0, 0.8060062385514657, 0.6645044243747171, 0.46107579374390256, 0.13478377698149024, 0.04119152757356325, 0.03804432972179914, 0.037999867000391985, 0.02652848118997853, 0.02471020777762268]",C3
"[67, 101, 33, 168, 44, 134, 202, 111, 267, 104]","[1.0, 0.6594419853005097, 0.09975826577970896, 0.09196847384123523, 0.046320568798408346, 0.043348016047453954, 0.042961986370433775, 0.014315563779619565, 0.01285621236128381, 0.009296377075045674]",C3
"[34, 100, 134, 201, 167, 69, 235, 71, 137, 78]","[1.0, 0.8950790931530151, 0.2436109133114488, 0.06539264659267893, 0.0295613919585138, 0.0241260182918452, 0.01869885122500326, 0.007471996897726695, 0.0073114875250160985, 0.005316518912495779]",C3
"[67, 134, 100, 34, 202, 167, 69, 336, 1, 38]","[1.0, 0.37071058527525524, 0.22157551280698703, 0.14264839458224876, 0.08943638696675583, 0.05204742014282534, 0.025361312204395223, 0.010745093271675703, 0.008542867191220513, 0.007985321983897717]",C3
"[101, 55, 33, 68, 134, 202, 167, 179, 70, 136]","[1.0, 0.38773911181478404, 0.35039741938832925, 0.2573947141919408, 0.14336772774387793, 0.04659705907224574, 0.03852038274635623, 0.02401334894008798, 0.019127790806518594, 0.00844164863760583]",C3
"[67, 134, 98, 33, 201, 302, 165, 100, 70, 76]","[1.0, 0.4793645675580502, 0.24517790887285523, 0.23673897104479563, 0.11044975917866366, 0.03087698514399641, 0.030454520314695564, 0.01522088178197368, 0.012256024868188104, 0.007444009266310533]",C3
"[34, 135, 69, 201, 101, 113, 235, 98, 167, 169]","[1.0, 0.461009420863229, 0.0901543236480521, 0.0805174731724672, 0.0744642801842701, 0.051748070934330745, 0.042659140759911195, 0.022922673943429867, 0.019429155710397578, 0.015155612191859503]",C3
"[34, 101, 135, 68, 202, 65, 74, 170, 76, 167]","[1.0, 0.5634639829523483, 0.22474778189456396, 0.15246967402637915, 0.045530280131529315, 0.01705353865166319, 0.012561858692157377, 0.011901978243215735, 0.005881144260367309, 0.005606212605023172]",C3
"[67, 168, 100, 123, 33, 135, 35, 110, 64, 201]","[1.0, 0.9468010197160165, 0.5450388008897855, 0.3674730103060799, 0.2522254016625198, 0.110257342860785, 0.021688861959870152, 0.012645960958713695, 0.01211917832596613, 0.00955094031717515]",C3
"[168, 57, 33, 68, 135, 201, 99, 103, 70, 235]","[1.0, 0.8528164638857219, 0.7909655717058703, 0.2914621877505875, 0.07232565070311588, 0.03751065409776054, 0.034549647160358785, 0.030649267326543217, 0.0276540752738907, 0.014479654215353046]",C3
"[101, 67, 135, 34, 202, 69, 77, 335, 170, 86]","[1.0, 0.9092428887879888, 0.12363982972027464, 0.0704916406910851, 0.05081337055339363, 0.04452193727136923, 0.019294059600379953, 0.0136300647451236, 0.010683501543987948, 0.009981270034934334]",C3
"[34, 100, 167, 132, 66, 201, 98, 68, 64, 102]","[1.0, 0.6349028227464076, 0.13774451969228918, 0.08221313042186197, 0.052428184420521065, 0.04677816750874935, 0.021620717942476348, 0.014717016731411686, 0.01199048347246497, 0.011413450849104003]",C3
"[100, 67, 33, 133, 201, 164, 50, 169, 267, 81]","[1.0, 0.44047309121402245, 0.33414376088717496, 0.32052834361529914, 0.23603654027178964, 0.11176361678402792, 0.08416374962192603, 0.03143066008905996, 0.015495990063047691, 0.007556644543256395]",C3
"[100, 33, 167, 131, 65, 67, 335, 197, 61, 69]","[1.0, 0.5496615211952524, 0.4002276297822135, 0.18075693615345997, 0.07908685471328236, 0.0690720997604152, 0.04183409352622361, 0.029806374555126924, 0.012572494699568651, 0.010668969280910838]",C3
"[101, 34, 135, 67, 201, 70, 235, 76, 64, 167]","[1.0, 0.644449048123485, 0.37010888496382993, 0.2581531112306775, 0.14062993094854306, 0.045681056068932885, 0.04046585333864298, 0.01843491008097578, 0.015656318829134278, 0.012493586550906014]",C3
"[34, 68, 135, 169, 114, 234, 201, 98, 110, 80]","[1.0, 0.6627000757877766, 0.16881082267991018, 0.07075036851990467, 0.05806855010941443, 0.02810593062000869, 0.011797910744708697, 0.008420969132401947, 0.004118459532029812, 0.0039797125276146246]",C3
"[67, 101, 34, 169, 134, 236, 166, 337, 155, 124]","[1.0, 0.6349303859333769, 0.4736204951129865, 0.1851109036748748, 0.054350698931951394, 0.04148734811295721, 0.03619830698878883, 0.006252083065873683, 0.005689295426763278, 0.005413761696709491]",C3
"[135, 65, 33, 203, 102, 195, 168, 36, 85, 69]","[1.0, 0.7355235529766444, 0.3035407680686005, 0.13692578536896485, 0.12747555266869312, 0.08048856422281699, 0.07491463615791545, 0.06077227326865133, 0.058769164038237426, 0.045450324276795295]",C3
"[101, 50, 68, 33, 134, 168, 236, 181, 110, 136]","[1.0, 0.5078614591156865, 0.30918591621589564, 0.29064329490010526, 0.07277726309489845, 0.05246657890050091, 0.03130797194996251, 0.012800505816224713, 0.00738119930949211, 0.007374338754721803]",C3
"[67, 134, 33, 100, 201, 370, 166, 103, 110, 170]","[1.0, 0.43025061031875045, 0.25715951214838795, 0.2382185826932453, 0.07559956708240874, 0.037874999204935346, 0.026987817706851536, 0.013390040299073641, 0.009277650753288876, 0.0073144846056210225]",C3
"[34, 101, 135, 68, 201, 235, 70, 66, 169, 113]","[1.0, 0.5882565030211027, 0.20257720269589552, 0.1243394961040701, 0.1128617238543966, 0.07309558556699122, 0.05944416084283424, 0.057299448018150755, 0.021871251599687225, 0.017897398406293338]",C3
"[34, 68, 135, 103, 169, 203, 99, 114, 126, 65]","[1.0, 0.5961335087204415, 0.11910812884251917, 0.0823992662586623, 0.07764427027101789, 0.02236593745514277, 0.00871984573246912, 0.00422602834042667, 0.0034512016674367223, 0.00345040676918787]",C3
