10_freq,10_peak,note_played
"[46, 114, 25, 68, 90, 92, 136, 22, 88, 182]","[1.0, 0.5777863950979187, 0.5223456954536323, 0.46843269534631293, 0.41106362404503405, 0.26803187700829256, 0.20999429239217096, 0.11123915990845547, 0.10974900358238729, 0.10571364686432493]",F2
"[23, 91, 68, 136, 45, 114, 159, 182, 83, 70]","[1.0, 0.7560264556624582, 0.6906927429319685, 0.3408711172456369, 0.3366911799494538, 0.2420841909801688, 0.18318458205125632, 0.05955697613114367, 0.05181906248269319, 0.034536274527392725]",F2
"[45, 113, 68, 137, 90, 22, 135, 160, 98, 273]","[1.0, 0.7823519174106175, 0.571103950051354, 0.34013743835970484, 0.15076416867075626, 0.13466211348361473, 0.09821145929779548, 0.07494087210028885, 0.019984793690858593, 0.01840975793411619]",F2
"[91, 137, 46, 35, 69, 123, 113, 22, 205, 1]","[1.0, 0.7276144274300299, 0.586808593273423, 0.23090539790086456, 0.17211571606209175, 0.11462142754000688, 0.10862309633236837, 0.08913045484778544, 0.03587987461856764, 0.01628129250096826]",F2
"[46, 69, 92, 23, 115, 159, 206, 181, 135, 3]","[1.0, 0.5921113816014623, 0.5656770242358841, 0.5534816890631135, 0.37187582198083785, 0.1709021017125999, 0.055670477194667944, 0.020509636194655862, 0.01568203245344262, 0.015042072562893506]",F2
"[91, 137, 46, 36, 22, 111, 68, 115, 205, 113]","[1.0, 0.5600285755027955, 0.38991582974809036, 0.1707715682243581, 0.13879484483935298, 0.12798630331010372, 0.09492056215198409, 0.0719814443497411, 0.04405885194860587, 0.017321581144632302]",F2
"[68, 23, 45, 160, 113, 88, 132, 138, 250, 182]","[1.0, 0.6982689603797336, 0.4561120291317234, 0.4499480639257723, 0.31181141817960173, 0.20183164123173425, 0.08276265295863658, 0.03728601059785608, 0.012514297566909745, 0.012379742596930265]",F2
"[68, 45, 136, 113, 205, 22, 157, 90, 160, 82]","[1.0, 0.6843818155241717, 0.48625617119856207, 0.25899887978834674, 0.11990823464495472, 0.07720634300262656, 0.029971520754394614, 0.022777972186302637, 0.012693027536998214, 0.010490682894728652]",F2
"[46, 35, 137, 22, 113, 131, 68, 159, 90, 204]","[1.0, 0.37715614109204726, 0.21630481188458275, 0.15301874146144775, 0.11216596597969797, 0.08209446323557366, 0.07449945071728555, 0.05611931006897249, 0.0352897021027359, 0.026510317924986506]",F2
"[23, 46, 114, 91, 137, 69, 205, 93, 161, 1]","[1.0, 0.8445718708205263, 0.5150057533593005, 0.23667720522666852, 0.19573816550846854, 0.07998263070033451, 0.05951664551078036, 0.018014105386123438, 0.01657264205597883, 0.014721431695849413]",F2
"[45, 114, 61, 69, 22, 92, 159, 136, 205, 99]","[1.0, 0.9052754184503728, 0.49025012942306073, 0.3307506585713858, 0.1815848146762969, 0.1368216006113649, 0.04814005305633593, 0.03619196048742541, 0.020880689839480358, 0.014636253733247999]",F2
"[114, 45, 59, 69, 23, 158, 91, 136, 89, 251]","[1.0, 0.5496442370424727, 0.48370830501891415, 0.2927549108286029, 0.15677682533438583, 0.1518427026421902, 0.12438461284181046, 0.09424247824835037, 0.035087081537283835, 0.02674565657292085]",F2
