10_freq,10_peak,note_played
"[30, 60, 90, 120, 150, 181, 116, 79, 108, 87]","[1.0, 0.7529000954706183, 0.6869399950593611, 0.5155796243070181, 0.24461966304431873, 0.06939282695918539, 0.06763086302932216, 0.06530944074263656, 0.04439634622255066, 0.04398842811340217]",A2
"[30, 121, 151, 91, 60, 179, 62, 53, 85, 303]","[1.0, 0.6589020015113234, 0.15354924904372405, 0.09132089611591203, 0.0850108402269877, 0.08090352721020519, 0.05479091867334699, 0.04942874178756696, 0.030028410344831512, 0.0267473049248319]",A2
"[61, 91, 31, 122, 153, 120, 29, 213, 41, 69]","[1.0, 0.5714202021680026, 0.32211032448498306, 0.22814584759032475, 0.07362397532697945, 0.03503724262108263, 0.020465273357267052, 0.0073095480321013475, 0.007246996873358904, 0.0071367051953457735]",A2
"[90, 31, 120, 61, 151, 33, 1, 211, 14, 5]","[1.0, 0.3449280382272586, 0.31650283305556337, 0.10199870736481108, 0.08031631731806517, 0.0240359687941503, 0.020244170676155887, 0.012221333240085602, 0.0056491235583924475, 0.00484837241715228]",A2
"[31, 121, 90, 60, 93, 183, 2, 100, 150, 107]","[1.0, 0.32655743850256524, 0.21876961144270782, 0.17994627250468911, 0.0724003453206638, 0.026983791627090078, 0.013509301379307002, 0.007922614877920097, 0.0075674817284554505, 0.005531260004282048]",A2
"[91, 60, 31, 151, 74, 212, 120, 7, 94, 40]","[1.0, 0.5128152772655531, 0.22827368741722392, 0.19411705206716395, 0.11172447709969678, 0.013208950442863195, 0.01199548525081776, 0.009593096493673531, 0.00577488969435662, 0.005460754181156258]",A2
"[121, 31, 61, 90, 181, 212, 65, 88, 184, 109]","[1.0, 0.6227571331480323, 0.4284919243421529, 0.1899740703702264, 0.06366936728751114, 0.029987918477557572, 0.024250127890994972, 0.022123900102077022, 0.01712447939237193, 0.01525194688104615]",A2
"[61, 30, 151, 120, 39, 90, 182, 34, 105, 111]","[1.0, 0.40441228435685084, 0.26529625539070667, 0.15256495535094608, 0.150235028683258, 0.09486837343967595, 0.05135545774093687, 0.011682776231210279, 0.0092272288162521, 0.008938411855158113]",A2
"[30, 91, 64, 121, 211, 241, 181, 79, 4, 146]","[1.0, 0.647297054613827, 0.2236209228264348, 0.09235238543128045, 0.07088320772008129, 0.011354933067744476, 0.008927868650591482, 0.007981891230697358, 0.00778498745849834, 0.007612302810632712]",A2
"[30, 60, 90, 151, 121, 181, 116, 212, 168, 110]","[1.0, 0.6181036961041292, 0.33480895132372357, 0.18113288524707985, 0.043904485566077, 0.01929842668584782, 0.008019459243468377, 0.0066027912047005605, 0.00424003298396771, 0.004036820779787918]",A2
"[30, 60, 90, 152, 120, 149, 182, 212, 68, 1]","[1.0, 0.6094954849294304, 0.4368832814214947, 0.3547565134543572, 0.20539209447968368, 0.08004751513321938, 0.05162358648228918, 0.023963549777064705, 0.010677972288641605, 0.008625063987880781]",A2
"[91, 61, 30, 121, 151, 45, 181, 32, 242, 153]","[1.0, 0.6589104107177077, 0.3885473659162573, 0.36145739428766116, 0.10565810668233601, 0.05044086297583419, 0.03939539508843463, 0.019913431456947395, 0.015946919560867846, 0.009282579432482478]",A2
