index,rms,spec_cent,spec_bw,rolloff,zcr,mfccs_0,mfccs_1,mfccs_2,mfccs_3,mfccs_4,mfccs_5,mfccs_6,mfccs_7,mfccs_8,mfccs_9,mfccs_10,mfccs_11,mfccs_12,instrument,note_played
0,0.004120282,349.0128386148855,849.1604429797123,419.8974609375,0.005859375,-726.1747,189.0871,102.42914,32.166847,6.767995,7.184534,6.0286503,-1.9705663,-8.085154,-8.254458,-4.97124,-0.9255605,1.4239058,19,A#2
1,0.0066195773,318.127007580321,655.8643523596952,409.130859375,0.0087890625,-692.693,218.74632,106.82005,29.27053,4.9483957,1.9371257,-3.5997078,-12.019381,-14.334127,-10.460573,-4.445471,-1.3069513,-3.283058,19,A#2
2,0.008308634,318.2642826470746,570.1438532835022,452.197265625,0.01123046875,-679.7408,231.74619,109.688995,26.557392,-1.1757886,-6.957602,-11.152292,-13.588253,-13.462135,-9.511911,-6.502757,-9.528039,-10.206062,19,A#2
3,0.010462435,332.19518632172105,543.0867360364692,473.73046875,0.0107421875,-669.1771,238.34676,105.5377,20.901642,-5.0552588,-11.038688,-15.12042,-15.604275,-12.413029,-7.1630335,-6.0839243,-11.389391,-11.894148,19,A#2
4,0.011941348,348.33877522073766,545.1344891333977,473.73046875,0.0107421875,-661.03235,241.94003,99.56596,14.053511,-7.515152,-9.713877,-12.971195,-18.331757,-17.426022,-6.11107,-3.4986677,-10.013546,-11.751229,19,A#2
5,0.012354005,362.2433725470618,546.2477687901898,549.0966796875,0.01025390625,-651.1755,240.08362,91.47301,13.387442,-10.855255,-13.58112,-6.0797095,-14.985067,-25.44565,-6.834794,0.9336791,-7.6316366,-10.732637,19,A#2
6,0.013178924,362.655106549104,538.3092159231612,559.86328125,0.01025390625,-649.0781,237.79646,86.85237,14.293925,-8.499569,-13.870138,-6.724857,-10.885349,-25.074305,-7.7644815,-0.8567904,-10.104601,-9.424351,19,A#2
7,0.013259198,357.17543137822116,533.1513469659709,484.4970703125,0.0107421875,-651.3305,236.23547,84.2816,12.871561,-4.779908,-9.865315,-7.216446,-10.74782,-21.185099,-8.113514,-6.0765934,-14.556995,-8.8974905,19,A#2
8,0.013061622,356.94949881094533,542.3688322637835,473.73046875,0.01025390625,-651.0484,234.7626,82.93686,12.321143,-5.959264,-8.7491045,-6.8085976,-11.255194,-20.849075,-7.852363,-6.1093454,-13.47181,-7.8067155,19,A#2
9,0.013037893,356.30089653439364,542.0146167461063,473.73046875,0.0107421875,-650.0627,236.25438,84.27724,11.111933,-9.267756,-10.792906,-8.316917,-10.332401,-19.139217,-7.0808506,-5.3109827,-12.842698,-8.272166,19,A#2
10,0.013033594,355.82518265224763,548.8179332370537,473.73046875,0.01171875,-655.84985,236.02489,90.437904,13.253756,-11.414251,-12.760683,-8.373143,-10.356087,-18.76517,-6.5622864,-4.073449,-12.336605,-9.241005,19,A#2
11,0.013054182,356.3929244233556,536.6557713079332,473.73046875,0.0126953125,-655.4804,240.28394,90.60308,7.444499,-11.103373,-8.441761,-7.827527,-13.363428,-17.551983,-8.356176,-6.390769,-8.150426,-5.599933,19,A#2
12,0.012676387,357.01155934314227,530.7534609560952,473.73046875,0.015625,-657.8133,236.79921,90.23245,7.540208,-9.672653,-6.4129634,-8.178789,-10.86087,-17.105389,-11.926769,-8.413353,-6.5422583,-4.188634,19,A#2
13,0.013075037,357.5720528383776,530.0623427772848,473.73046875,0.01708984375,-662.7478,234.23303,92.55242,11.794216,-6.6654024,-9.52039,-9.972576,-10.292561,-16.574665,-8.914474,-5.8526225,-7.516716,-8.847623,19,A#2
14,0.013095405,359.2071413854014,527.388023204076,473.73046875,0.0185546875,-660.208,235.87518,91.70776,11.553984,-8.770946,-8.622398,-8.904863,-14.741205,-18.680504,-6.46736,-4.3854027,-11.274042,-10.698549,19,A#2
15,0.013067594,359.4066548356544,524.5830207937053,473.73046875,0.02001953125,-657.915,235.80968,88.87993,11.301636,-8.031029,-10.8405285,-8.808478,-14.337564,-21.690521,-6.576413,-2.41825,-13.08456,-13.824074,19,A#2
16,0.013185768,360.06691734002345,526.6747265428705,484.4970703125,0.01953125,-658.6949,236.09502,89.71231,10.95751,-10.420187,-13.775446,-7.890188,-10.084874,-21.560764,-10.925608,-2.3936634,-8.751279,-10.749157,19,A#2
17,0.013080274,361.4248683953073,524.5500635248584,484.4970703125,0.0205078125,-661.7269,235.03033,91.49262,11.891892,-12.4555435,-15.225243,-8.300054,-11.373756,-20.402657,-10.04328,-2.7593083,-9.184752,-8.010565,19,A#2
18,0.012941749,367.37936705678106,540.6792995930829,516.796875,0.021484375,-656.2421,233.9753,87.09972,10.897996,-14.454962,-17.253222,-9.9369135,-11.002754,-23.670614,-11.338421,-4.0507054,-10.308512,-6.1342926,19,A#2
19,0.012508918,364.1056903393473,551.1226840500647,473.73046875,0.021484375,-657.421,231.95251,84.88402,12.2372265,-11.329778,-15.952964,-7.6369057,-8.347482,-19.92175,-10.638539,-7.2208056,-13.674937,-8.4860115,19,A#2
20,0.012939019,361.4913911962979,547.6670976445184,473.73046875,0.02099609375,-656.2114,230.81174,82.64114,12.824495,-9.670633,-15.364639,-8.510872,-9.7824,-17.843481,-6.3106413,-4.7189927,-13.092312,-11.322867,19,A#2
21,0.013037511,361.5970865701833,553.4319517509165,473.73046875,0.021484375,-654.3775,228.67604,81.14142,14.406889,-8.656633,-13.382059,-9.119314,-14.462967,-20.704592,-7.3400707,-6.101168,-9.130698,-9.8666115,19,A#2
22,0.012928041,363.5467248051154,553.7618091716697,484.4970703125,0.02099609375,-653.7915,229.05634,79.32856,12.896733,-7.4305882,-13.808212,-12.219213,-13.986717,-16.32809,-4.1472945,-5.518261,-11.029957,-8.948492,19,A#2
23,0.013291688,361.0796500655562,547.7449492933688,473.73046875,0.0205078125,-657.0273,229.70157,80.978455,10.231712,-5.338591,-12.220844,-12.255199,-9.909477,-15.705688,-7.898838,-6.677641,-11.169008,-9.469233,19,A#2
24,0.013364555,361.49159234360735,542.4192572994965,484.4970703125,0.0205078125,-656.5216,232.37738,84.11885,10.21952,-7.1603155,-17.211435,-15.926636,-10.239645,-15.006466,-6.9482083,-6.4907584,-12.198568,-10.635216,19,A#2
25,0.013428563,364.75335679142916,539.53881771873,484.4970703125,0.0205078125,-652.975,233.63641,84.80636,11.289764,-9.003677,-20.956013,-18.132679,-9.611771,-17.457457,-9.312858,-8.355118,-12.129955,-10.236721,19,A#2
26,0.013425448,365.1303978262283,546.4196265316145,484.4970703125,0.02001953125,-652.20166,232.56995,83.786896,9.463362,-5.955597,-13.5257225,-16.08038,-10.249596,-19.78237,-6.508985,-6.206684,-12.596988,-10.806505,19,A#2
27,0.013789222,366.32943152480635,537.4198948062121,484.4970703125,0.02001953125,-649.4465,233.11679,79.80313,7.3777337,-7.1269054,-12.97147,-14.285416,-9.940556,-17.411697,-7.600523,-9.935162,-13.968199,-10.318478,19,A#2
28,0.013854731,369.0306640111252,541.3412348130654,495.263671875,0.021484375,-650.97125,231.15512,81.24742,8.200883,-10.2353,-15.080536,-13.40476,-8.236729,-18.12167,-8.028238,-9.404885,-12.905575,-10.115963,19,A#2
29,0.013657588,370.15523300461064,538.5769397813648,506.0302734375,0.02099609375,-651.5122,231.89444,83.23157,8.525418,-8.643938,-14.683539,-16.248592,-9.9229765,-19.290318,-6.0260816,-6.7541595,-13.377567,-10.449415,19,A#2
30,0.0141610615,371.03053216345535,544.5032002756964,484.4970703125,0.02099609375,-648.4734,233.06369,82.73734,7.941447,-7.5593824,-12.889365,-16.77295,-9.787489,-19.195705,-7.162005,-8.932245,-13.64706,-10.477213,19,A#2
31,0.01443273,374.78063852846503,542.6507520788822,570.6298828125,0.01953125,-642.31586,235.29338,77.793396,4.580969,-8.9083605,-12.657921,-17.194836,-13.358042,-19.269947,-2.847482,-5.948663,-14.844599,-11.239589,19,A#2
32,0.014670151,373.38826178215993,516.6027919789528,581.396484375,0.0166015625,-641.6056,240.43665,80.95896,3.3040605,-13.160902,-15.917416,-15.221546,-14.532553,-23.745445,-6.1635413,-6.3830237,-15.195013,-10.8127365,19,A#2
33,0.014762055,372.24447522648956,529.4439552708267,570.6298828125,0.013671875,-646.2425,235.25269,85.16702,8.403984,-14.307875,-17.063862,-12.172347,-11.952082,-24.953377,-8.366543,-6.7735114,-12.030718,-10.922944,19,A#2
34,0.014845428,373.34625369382206,546.9379294752118,570.6298828125,0.01123046875,-647.43555,228.02605,83.85913,10.99898,-11.520029,-16.219374,-13.510021,-8.118776,-24.89384,-7.1353407,-5.2899294,-10.611479,-11.903246,19,A#2
