10_freq,10_peak,note_played
"[30, 60, 99, 69, 153, 123, 90, 39, 112, 211]","[1.0, 0.779010465772502, 0.6418955332710743, 0.5543753943688391, 0.34499548747118736, 0.14529056433103582, 0.13653577522420232, 0.10605636102776583, 0.09214713500754375, 0.07866308746974934]",A#2
"[121, 91, 61, 30, 151, 212, 72, 189, 101, 242]","[1.0, 0.6653308317049692, 0.5535442740096738, 0.19245301965189804, 0.06755894584152877, 0.05506153634459039, 0.03229227952339033, 0.029514167111040154, 0.0249494726231749, 0.017896745304352944]",A#2
"[91, 61, 31, 150, 211, 120, 99, 33, 241, 180]","[1.0, 0.6664470343746423, 0.4064215566179149, 0.28643051683797005, 0.24423216746653337, 0.1364334674703701, 0.025639905216948793, 0.018192532149686098, 0.015355035307720026, 0.012465258960204253]",A#2
"[90, 151, 31, 120, 61, 271, 141, 181, 108, 69]","[1.0, 0.45363100034116904, 0.4437958102756176, 0.3696490847835866, 0.17960940788996166, 0.05690571117230895, 0.04735033643657068, 0.04725733542107793, 0.01101954216124843, 0.009859326484645565]",A#2
"[90, 121, 60, 211, 103, 31, 180, 150, 332, 183]","[1.0, 0.6429516626273907, 0.18427234988980787, 0.15408316487485943, 0.14826877392049795, 0.11367098695961232, 0.05116733634300412, 0.019277850976874143, 0.012185190240524583, 0.011102967059276698]",A#2
"[91, 60, 151, 31, 75, 212, 120, 153, 182, 272]","[1.0, 0.6705909794027353, 0.3271915453752483, 0.19398470845030422, 0.1527934246578845, 0.035235430750190526, 0.016680140910099173, 0.015502849556952428, 0.014312473069452733, 0.01104575350275257]",A#2
"[181, 121, 31, 212, 91, 192, 61, 152, 74, 272]","[1.0, 0.7278515574023763, 0.24426071711640546, 0.16057545894759673, 0.14734022174238648, 0.07684999995309229, 0.07215923823179347, 0.06730034268125089, 0.030121084565502106, 0.02801632759773499]",A#2
"[90, 151, 121, 61, 211, 30, 109, 42, 241, 69]","[1.0, 0.8141461902299054, 0.2692410784845466, 0.22724065330464335, 0.14014723578997496, 0.11889309593685253, 0.06343039541112344, 0.04707118456917847, 0.013317819200443368, 0.013059040830504628]",A#2
"[120, 181, 30, 61, 150, 44, 91, 106, 89, 174]","[1.0, 0.7031658280779773, 0.6432816846624843, 0.3199503362468541, 0.22446897778831523, 0.1222801397704597, 0.07918089331515218, 0.021815514772174367, 0.019004833607364054, 0.01626265097290263]",A#2
"[91, 30, 61, 150, 180, 241, 44, 121, 112, 142]","[1.0, 0.6802989576454269, 0.25154445942871817, 0.15380882109988428, 0.15084015483934748, 0.09556955762540241, 0.06872018556364694, 0.06766953152020516, 0.018030851673233546, 0.0138391396740104]",A#2
"[121, 30, 91, 151, 60, 210, 70, 331, 180, 108]","[1.0, 0.9243349937595938, 0.7201166555717706, 0.2755888514946568, 0.20875940876570692, 0.05154962606155866, 0.04818657663651753, 0.04606752569619236, 0.027120459261770702, 0.01572565979350516]",A#2
