10_freq,10_peak,note_played
"[108, 22, 45, 74, 152, 95, 59, 16, 86, 13]","[1.0, 0.734752685300012, 0.5212941929769107, 0.46194895463995556, 0.30836446212062363, 0.3083514936119615, 0.2992428110251187, 0.2655291832708334, 0.263777574946518, 0.26173238218273626]",F1
"[11, 154, 55, 77, 33, 187, 110, 75, 231, 100]","[1.0, 0.995614882891778, 0.8829537393741929, 0.837393100948499, 0.6325462774672309, 0.60751107700653, 0.5818250937715388, 0.5171648080668408, 0.32810350833248286, 0.29740285962660806]",F1
"[154, 67, 34, 56, 175, 89, 14, 164, 110, 79]","[1.0, 0.8118519785670725, 0.6875456510225454, 0.6815539562234602, 0.5902123229746182, 0.5522383733098349, 0.509621860793961, 0.4884459943568277, 0.4704772664172502, 0.40312626654383804]",F1
"[101, 179, 157, 11, 176, 201, 99, 79, 143, 155]","[1.0, 0.9780254935115644, 0.7287421269411586, 0.7013536366147272, 0.6472538694601967, 0.6268644261560474, 0.584840336757931, 0.5237678712048155, 0.4862428656034298, 0.46036718639446333]",F1
"[145, 202, 169, 67, 166, 100, 155, 22, 33, 191]","[1.0, 0.7460088493795233, 0.4814298232601415, 0.4352208966866818, 0.4197626684405096, 0.3923361475356395, 0.31796743292419166, 0.2747814405249529, 0.2429329043075076, 0.24264184385818482]",F1
"[101, 157, 68, 236, 87, 124, 180, 202, 506, 12]","[1.0, 0.49069556969178707, 0.3800279304579353, 0.29403608590009117, 0.2925407996142555, 0.2650303314107389, 0.2592205190337665, 0.1900436080418919, 0.17313383409192432, 0.1578392003818618]",F1
"[79, 147, 203, 102, 56, 91, 180, 124, 11, 248]","[1.0, 0.92633875248678, 0.7699397164804348, 0.6950896597435746, 0.6279694599678087, 0.5909111716864172, 0.4679743438922358, 0.45901656755077974, 0.36659751205718843, 0.3076133404783339]",F1
"[102, 170, 34, 152, 91, 159, 204, 56, 67, 146]","[1.0, 0.6198798532327945, 0.4445411624570758, 0.3603048646944723, 0.3212433238432726, 0.2753817773033282, 0.21545238629005334, 0.21218314113474698, 0.20388212770834757, 0.20269300118441347]",F1
"[147, 79, 169, 181, 102, 34, 57, 90, 249, 192]","[1.0, 0.9137677767448119, 0.8846444901334587, 0.7173779757136105, 0.6474474290764185, 0.6383973528591479, 0.6120421852001089, 0.40678544804281935, 0.3293865732676127, 0.2590468169503102]",F1
"[169, 192, 113, 34, 57, 90, 271, 73, 179, 101]","[1.0, 0.9678521945671911, 0.6866845090299779, 0.5883527220422334, 0.48435762975166685, 0.45684049643214075, 0.3379670947919326, 0.3224218137125768, 0.3179320832804966, 0.2871035488882205]",F1
"[147, 91, 34, 181, 67, 249, 158, 169, 56, 79]","[1.0, 0.5545200975618996, 0.5441053276799426, 0.4200497006818808, 0.32274266946918084, 0.3169238369074819, 0.30371694908072194, 0.23139472660573068, 0.22153629028990404, 0.21833998557597442]",F1
"[158, 136, 79, 34, 170, 260, 91, 193, 113, 272]","[1.0, 0.7512974903689327, 0.5597088034037426, 0.5555748979548092, 0.4486411836935919, 0.3049973122926631, 0.30375642941072817, 0.2879399328727346, 0.2329105935755026, 0.19716617380433213]",F1
"[170, 57, 90, 136, 34, 101, 193, 159, 249, 73]","[1.0, 0.5349315522903603, 0.5160578335059042, 0.3792996255278063, 0.3513900560304611, 0.3229016477114969, 0.29574078503912793, 0.2428959388361939, 0.2265769547669369, 0.20038511911381524]",F1
"[170, 34, 79, 136, 159, 261, 181, 204, 107, 67]","[1.0, 0.4073948445120979, 0.34964594042915575, 0.3111111166882644, 0.224796924157914, 0.20195081228792391, 0.18435488411971065, 0.16771676848274822, 0.1626671390794366, 0.15852296349673586]",F1
"[170, 113, 158, 91, 34, 227, 192, 136, 79, 249]","[1.0, 0.565362989065987, 0.452433666388684, 0.4491709562967514, 0.3916558604821843, 0.3784260722785643, 0.21667341876888563, 0.2033554260667173, 0.2001969494119042, 0.1856237124964144]",F1
"[170, 147, 57, 90, 34, 193, 101, 181, 260, 124]","[1.0, 0.5647414711150772, 0.5188181085141821, 0.39224736272749433, 0.305280747418125, 0.25879269202375665, 0.23812516496369585, 0.20145739605021276, 0.19081925985344775, 0.14310449469890732]",F1
"[170, 79, 159, 34, 125, 148, 544, 204, 90, 101]","[1.0, 0.47956008869061656, 0.367023285719605, 0.3540750009308791, 0.3339058092176537, 0.2728377340274441, 0.20569940716298185, 0.19223414646363454, 0.1759070087218941, 0.15502343654418663]",F1
"[170, 91, 34, 113, 192, 204, 249, 80, 261, 544]","[1.0, 0.8095814287020818, 0.5434461121638727, 0.4800781056581747, 0.4284680356904644, 0.3947947134213226, 0.29155125771197254, 0.28734187762029395, 0.22530843521302257, 0.22498001193021985]",F1
"[147, 181, 57, 158, 34, 90, 227, 340, 107, 124]","[1.0, 0.8317380538685755, 0.7074076950109867, 0.4781630572228936, 0.3927647473302975, 0.3728574051821647, 0.3106256407256705, 0.27069144583005267, 0.262233207289565, 0.2576375795684525]",F1
"[193, 79, 159, 113, 90, 182, 148, 34, 249, 139]","[1.0, 0.772893769498385, 0.6841240862944258, 0.4995201210656379, 0.40938450912291174, 0.3334660444388806, 0.32234503430356237, 0.31693888522476193, 0.23684490748341025, 0.2217159390237455]",F1
"[147, 181, 159, 91, 56, 68, 80, 272, 226, 238]","[1.0, 0.833980550795538, 0.7126064885491149, 0.5971753413620129, 0.5387510531431918, 0.43287143292395636, 0.32808888418627, 0.29588620909631413, 0.26556126138893116, 0.24965682443383067]",F1
"[192, 102, 169, 249, 57, 114, 141, 91, 176, 34]","[1.0, 0.7611589657944904, 0.5457896766489769, 0.41095381438881273, 0.4095585094910514, 0.33683165969852896, 0.3325957454572204, 0.30696930474806544, 0.2913801893320636, 0.26944546377952994]",F1
"[102, 192, 158, 57, 169, 23, 90, 113, 68, 498]","[1.0, 0.659610244405013, 0.5509590535139578, 0.520853511144022, 0.4129200168706656, 0.3159434090789242, 0.31021148327746384, 0.26255819154926213, 0.25766037843826606, 0.2480315912019499]",F1
"[102, 68, 147, 56, 249, 193, 80, 227, 498, 22]","[1.0, 0.5372347764706624, 0.4038518998343877, 0.3839527334817305, 0.3310208007546138, 0.23574076322212706, 0.1885417354090318, 0.17541622117860206, 0.1645048117215596, 0.1449188965845302]",F1
"[102, 159, 91, 148, 193, 79, 68, 498, 260, 170]","[1.0, 0.7142405102874982, 0.4200728428258729, 0.386768214410552, 0.35972744544184687, 0.3135647538685981, 0.2585558946753831, 0.2012294777029622, 0.17653772093474734, 0.16959496842574412]",F1
"[102, 147, 170, 57, 23, 68, 181, 260, 204, 12]","[1.0, 0.6810182635288337, 0.6002232127724024, 0.49444906363719937, 0.4492296840716223, 0.33996327436676155, 0.27112248824614316, 0.2250845285155605, 0.22443771045688518, 0.20262382125839284]",F1
"[170, 102, 158, 192, 68, 136, 90, 204, 56, 22]","[1.0, 0.805486047930447, 0.6204326517008365, 0.5190754966421212, 0.4455595194232601, 0.4203176492537791, 0.4028361435476075, 0.28729611234993835, 0.2845060589634334, 0.1541238372326625]",F1
"[170, 79, 147, 102, 181, 136, 56, 113, 68, 91]","[1.0, 0.6534446970492398, 0.6030804243612348, 0.48231179469020613, 0.4515433625824692, 0.3935519057463768, 0.3461117287279831, 0.32956304296851696, 0.32199087256013126, 0.3208621168564807]",F1
"[159, 136, 57, 193, 91, 23, 170, 238, 80, 182]","[1.0, 0.8831610191738185, 0.8737029171065382, 0.7231176917447765, 0.7079848790888283, 0.6188010685725112, 0.552058561328989, 0.4199232919204363, 0.40569907850121145, 0.3861244322784827]",F1
"[136, 181, 90, 101, 124, 68, 238, 11, 33, 22]","[1.0, 0.8820738562166943, 0.8055499103467106, 0.5049507297101575, 0.3484576694929887, 0.34579396345343977, 0.3319910535031373, 0.3090766835044723, 0.27693492872387093, 0.27540572955805237]",F1
"[147, 158, 101, 192, 56, 169, 226, 90, 79, 260]","[1.0, 0.6542517878368388, 0.6309100463735865, 0.5764569799656042, 0.51222697668461, 0.4574611230149159, 0.3960965890622177, 0.26270155713637827, 0.258139950157353, 0.25062189738290525]",F1
"[158, 57, 192, 135, 100, 13, 226, 81, 92, 260]","[1.0, 0.7100201721457754, 0.6799393529209685, 0.6654664515433252, 0.632803925596616, 0.3324454307596962, 0.31239884432747717, 0.29707127291545493, 0.2633279201453909, 0.25483490121154184]",F1
"[193, 148, 101, 159, 115, 14, 238, 180, 68, 294]","[1.0, 0.7917990570437076, 0.7754351183342814, 0.7501870034500415, 0.6267242594183615, 0.5615560497629009, 0.5039847900801272, 0.4919439789811877, 0.43070820261169873, 0.38640484292419414]",F1
"[90, 12, 193, 170, 56, 112, 103, 181, 16, 148]","[1.0, 0.8848224114691472, 0.7734976323291956, 0.5403488342043745, 0.4067320221103007, 0.3992777436961307, 0.38398305797563176, 0.34256270044681375, 0.3317419774129623, 0.3276138818276888]",F1
"[15, 115, 159, 92, 11, 3, 215, 7, 135, 20]","[1.0, 0.6806080533303174, 0.45836298758034344, 0.4444117757625947, 0.3641867641501272, 0.34926685671428614, 0.34817291039465864, 0.3107601672092863, 0.24214900808424994, 0.22716603500692265]",F1
"[14, 9, 92, 104, 127, 19, 6, 184, 4, 147]","[1.0, 0.5909607675696542, 0.5519062042314742, 0.4495207884730763, 0.32111576488537447, 0.267901818053195, 0.2632521623436256, 0.19691906860349562, 0.1693818038780299, 0.15344893235060142]",F1
