rms,spec_cent,spec_bw,rolloff,zcr,mfccs_0,mfccs_1,mfccs_2,mfccs_3,mfccs_4,mfccs_5,mfccs_6,mfccs_7,mfccs_8,mfccs_9,mfccs_10,mfccs_11,mfccs_12,instrument_type_predicted,instrument_type_name,instrument_identification,instrument_identification_name
6.393344e-06,9186.693319930533,1175.8076291475645,10109.8388671875,0.2197265625,-570.5744135571398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,woodwind,0,Clarinet in Bb
2.049055e-20,5357.3889878901045,3234.799865638842,9280.810546875,0.0,-570.5744135571398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,noise,7,Noise
1.5281663e-20,5356.712421838932,3261.554170623836,9442.3095703125,0.0,-570.5744135571398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,noise,7,Noise
1.7550642e-20,5411.467548996876,3262.097080159616,9496.142578125,0.0,-570.5744135571398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,noise,7,Noise
3.461474e-20,5418.342630381972,3331.037787715544,9560.7421875,0.0,-570.5744135571398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,noise,7,Noise
6.470493e-20,5243.073697208862,3291.2283370834507,9313.1103515625,0.0,-570.5744135571398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,noise,7,Noise
1.02114264e-19,5294.132656645865,3276.7597632395573,9366.943359375,0.0,-570.5744135571398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,noise,7,Noise
1.4377367e-19,5251.035168183995,3294.8200492414076,9366.943359375,0.0,-570.5744135571398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,noise,7,Noise
1.886104e-19,5277.259260339792,3283.873329399642,9345.41015625,0.0,-570.5744135571398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,noise,7,Noise
2.3261691e-19,5280.702799025035,3293.0774917562176,9377.7099609375,0.0,-570.5744135571398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,noise,7,Noise
2.7049982e-19,5270.289962647765,3251.5947629104417,9302.34375,0.0,-570.5744135571398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,noise,7,Noise
3.1325968e-19,5294.166923049126,3223.6242711575037,9226.9775390625,0.0,-570.5744135571398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,noise,7,Noise
3.580482e-19,5364.613054618852,3258.508798705008,9474.609375,0.0,-570.5744135571398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,noise,7,Noise
3.9698088e-19,5345.594420658254,3304.234455134454,9506.9091796875,0.0,-570.5744135571398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,noise,7,Noise
1.4188333e-06,5727.938596908317,2136.0129760322234,7192.08984375,0.15625,-570.5744135571398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,woodwind,3,Bassoon
1.32853065e-05,5529.1381256483455,2276.7004040876773,7762.7197265625,0.24462890625,-570.5744135571398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,noise,7,Noise
2.5390213e-05,4717.7137529402025,2200.4067124886365,7353.5888671875,0.3310546875,-570.5744135571398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,woodwind,0,Clarinet in Bb
6.338495e-05,4195.750962267457,2039.1145805089109,7310.5224609375,0.3955078125,-570.5744135571398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,woodwind,0,Clarinet in Bb
7.69468e-05,3702.794262577223,1736.1694686663695,5609.3994140625,0.30419921875,-569.9788523445503,-0.2466594222237194,-0.6945041005187553,0.6489116159894163,0.3093680383253504,-0.8165117115713154,0.1654865832927292,0.7023636210764704,-0.5584762522862521,-0.36728673162380865,0.7445664893159414,-0.05646437781172742,-0.6866263441906473,0,woodwind,3,Bassoon
7.919648e-05,3639.502241184939,1601.578083819522,4565.0390625,0.28955078125,-569.4469890655153,-0.4955275856200718,-1.272909697572721,1.268287905911089,0.46328956403860466,-1.5005199934872118,0.4569511764795673,1.1447952915404453,-1.0949981201187633,-0.42815556449918396,1.242586143533845,-0.29899304950498284,-0.9515171019030566,0,woodwind,3,Bassoon
8.323666e-05,3606.2369486816106,1640.3112021373768,4565.0390625,0.2763671875,-570.347408247037,-0.08941428669722733,-0.2712267095629827,0.2404982444980513,0.13725971685248584,-0.3169573119037214,0.03929798726700462,0.29506678548959364,-0.20366180615181756,-0.18161913951158606,0.30483081879811513,0.01181636957830115,-0.3114130019673268,0,woodwind,3,Bassoon
6.9363734e-05,3892.596984287606,1881.3164903212955,4974.169921875,0.2978515625,-570.4191995778118,-0.09382665529205769,-0.1392401922383143,0.2127693634037351,-0.04269783014944139,-0.1760330402664751,0.19300888235772995,0.010862737510529404,-0.2018780135825976,0.16153815576262084,0.06342013718312228,-0.21518496270539905,0.12044323876207025,7,noise,7,Noise
